parcel_idx,label,hemi,network,tau_mean,tau_median,tau_std,rho_mean,rho_median,rho_std,tau_exp_r2_mean,rho_r2_mean,ts_var_mean,ts_rms_mean,n_subjects,x,y,z,alpha_rel,beta_rel,gamma_rel,spectral_slope
374,7Networks_RH_Vis_13-rh,rh,Vis,0.0066037218285377,0.0051991176857772,0.0062082074599223,0.6075621603433895,0.607698856312018,0.0071074844799234,0.8655225175075871,0.9998693565120786,1.0,1.0,208,24.974504228786376,-97.4432663410708,-9.269698006822171,0.1411744958902292,0.411798355501673,0.23609819192963616,0.1138575578530529
375,7Networks_RH_Vis_14-rh,rh,Vis,0.0115048502304331,0.0102095070295018,0.0056179782881816,0.6059969848185461,0.6049794137975495,0.0110287000323504,0.785501624390214,0.999883281134582,1.0,1.0,208,17.59583367624755,-46.90128453061922,-2.5144432037822537,0.15745594378132705,0.37366768248945165,0.1983676996555246,0.30074860411069015
376,7Networks_RH_Vis_15-rh,rh,Vis,0.0085879199044481,0.0070044645045261,0.0056908276555004,0.6025902896313855,0.6034656387009267,0.0068550639369568,0.8470773616180911,0.9998842532004526,1.0,1.0,208,9.230852150714432,-92.25688443710716,0.04916290388899,0.17916283974209168,0.3790971406664927,0.1958530690704145,0.2797529325201944
377,7Networks_RH_Vis_16-rh,rh,Vis,0.0082855352658241,0.0064711758940588,0.007479644972511,0.6038444923658495,0.6040613177904035,0.0118078079708041,0.86509140035169,0.999881648918422,1.0,1.0,208,46.25512828862423,-70.0902906840518,5.295305901964921,0.17025130889680345,0.38094394777316665,0.1994617389658472,0.2780536996049872
378,7Networks_RH_Vis_17-rh,rh,Vis,0.0120440385611502,0.0110428737333231,0.0046094264239404,0.6038792952628971,0.6034949742930994,0.0080079874515755,0.7658433422789658,0.9998877698838906,1.0,1.0,208,13.130108099305229,-48.858929297629366,2.5628123190546974,0.17065685339978628,0.36636860111271036,0.18940034885042323,0.32765595525059604
379,7Networks_RH_Vis_18-rh,rh,Vis,0.0083424264798032,0.0062192836134309,0.0068881502300643,0.602456686451575,0.603509851104342,0.007860795418058,0.8541280431880439,0.9998840764601736,1.0,1.0,208,32.3130364311509,-88.13911828982219,5.241248358444906,0.18767032307080156,0.3775425541449055,0.18949912987943596,0.29479852476687557
380,7Networks_RH_Vis_19-rh,rh,Vis,0.0133401368907309,0.0118484688555666,0.0055876538263225,0.5991558114479989,0.5992469147984621,0.0082433271158141,0.7384800273029435,0.999903474515268,1.0,1.0,208,10.339547792008158,-73.68011280291343,8.260370245892448,0.23289020203341462,0.342038712658325,0.1534598672255366,0.4287212177815965
381,7Networks_RH_Vis_2-rh,rh,Vis,0.0200272912368658,0.0172631324111878,0.0097511670036934,0.6083023783069211,0.6035521642326996,0.0187243555874763,0.6263908252170475,0.9998889317119282,1.0,1.0,208,32.11541472952472,-35.21119974912049,-16.925132261768,0.1379924605611637,0.35171154906875235,0.18545607952325946,0.3855209740451801
382,7Networks_RH_Vis_20-rh,rh,Vis,0.0149700718090733,0.0142174618195872,0.0051048413493819,0.599853260526258,0.6002803222763355,0.0079342232047133,0.7360765188845738,0.999902559371435,1.0,1.0,208,22.964381222040803,-62.04981967264376,5.045612511913067,0.21485212043845686,0.33144454015839947,0.1567008336962847,0.46266054837383846
383,7Networks_RH_Vis_21-rh,rh,Vis,0.0081187420548433,0.0062942297985292,0.0077446074794167,0.6032106806144244,0.6040735081725715,0.0090037533841089,0.8569907769112556,0.9998834550347092,1.0,1.0,208,22.953943878527312,-98.85429485424145,8.0702184019862,0.18469550094704842,0.3786313084342744,0.18998235659794774,0.298227672077491
384,7Networks_RH_Vis_22-rh,rh,Vis,0.0082398485393916,0.0064352156405167,0.0082660853501501,0.6022092253650381,0.6033566155562884,0.0080164134999584,0.8639219647540975,0.9998837619432565,1.0,1.0,208,40.80733049657356,-80.73856837441477,12.199606854949842,0.1849697921416786,0.3769154966772313,0.1908471245586359,0.3003479795506274
385,7Networks_RH_Vis_23-rh,rh,Vis,0.0102041308696787,0.0082686655855877,0.0071485764957174,0.599855023545138,0.6001465498933845,0.0086942043379718,0.7930572269212504,0.9998953568439024,1.0,1.0,208,12.053622078929484,-93.16523015549988,17.63867736100133,0.230518132230107,0.3629202214053586,0.16182205600208785,0.35781944239539887
386,7Networks_RH_Vis_24-rh,rh,Vis,0.015904010585198,0.0150524613840421,0.005694040646114,0.5962544456680847,0.5965389094983522,0.0074444008685253,0.6785717531935312,0.9999141923964456,1.0,1.0,208,16.748238741801334,-67.17483728848971,18.483881677480845,0.2716376952489484,0.32243091350330316,0.13023595859495235,0.4978841999076024
387,7Networks_RH_Vis_25-rh,rh,Vis,0.013898869022827,0.0119542143824155,0.0069893566847259,0.5965153121628345,0.5969003385785339,0.0095742213965428,0.6637368569705883,0.9999146371106992,1.0,1.0,208,3.802205753045451,-80.82202438714127,21.99782957532992,0.2861075530856405,0.33835925802748934,0.1274181843720228,0.4547875381665377
388,7Networks_RH_Vis_26-rh,rh,Vis,0.0121525040322622,0.0098063529323279,0.0084504796310722,0.5975620150724792,0.5983285065840254,0.0086815897901428,0.7654647146080527,0.9999072646097008,1.0,1.0,208,25.90658140854097,-85.26218314909599,18.995517891897283,0.24859441333352222,0.34620756815207776,0.13925448377049143,0.46021280564273914
389,7Networks_RH_Vis_27-rh,rh,Vis,0.012620160304182,0.0112797000650994,0.0060280178387258,0.5973069326561486,0.5972780072712751,0.0104600627540172,0.7740467821020904,0.9999062425547274,1.0,1.0,208,32.80195320238213,-77.03491728430505,22.98504142338047,0.2532834520697319,0.32918560632520266,0.1396484528152909,0.4941353780536633
390,7Networks_RH_Vis_28-rh,rh,Vis,0.015890410865827,0.01463204575744,0.0082929124708452,0.5946116389691232,0.5947027012604436,0.0091307800792808,0.6471389691780818,0.9999210916042852,1.0,1.0,208,14.670695726346162,-77.49335751291049,32.26194643246925,0.30351146477030805,0.31694786664586255,0.11517074870718506,0.5330363529054196
391,7Networks_RH_Vis_29-rh,rh,Vis,0.0133103171920515,0.0109282742800907,0.0085854720630923,0.5975049608801585,0.5980290259504197,0.008469594785473,0.6692759646128666,0.9999059163049988,1.0,1.0,208,16.143456727149132,-86.62943916770764,35.24504573317061,0.28226199790962386,0.34165377476356423,0.14259572461820502,0.3967828662728056
392,7Networks_RH_Vis_3-rh,rh,Vis,0.0111957708718905,0.0100782390777169,0.0044734993849062,0.6029998509097609,0.6030458198713451,0.0106405335777828,0.7914714429196562,0.9998892006622032,1.0,1.0,208,34.348148072284204,-56.77809410095215,-19.407818172288977,0.1716895255930094,0.36659056722502625,0.18610020771740612,0.3357566375945431
393,7Networks_RH_Vis_30-rh,rh,Vis,0.0148284573331725,0.0138776920570722,0.0065139780766999,0.595217417641433,0.595388999443734,0.0087574689312013,0.7221918648684688,0.9999178889882788,1.0,1.0,208,26.223940292994182,-74.16139449013605,34.68717503106153,0.2730711074905719,0.324362480482549,0.12187626672094945,0.5311057703260285
394,7Networks_RH_Vis_4-rh,rh,Vis,0.0073479663904205,0.0061897549754499,0.0046407361476204,0.6072164204199842,0.6068125089517961,0.0107910851466904,0.8636052950051825,0.9998732960457946,1.0,1.0,208,35.16700399588354,-74.64857728140694,-15.22465385117146,0.14832096756883822,0.39890746173721064,0.22244107406332617,0.18113124742336248
395,7Networks_RH_Vis_5-rh,rh,Vis,0.0123016282903925,0.0111338740723224,0.0065603875510025,0.601775928727587,0.601811595170411,0.0094138318968807,0.779671712022233,0.9998933130895102,1.0,1.0,208,27.712463258849787,-53.399379567567465,-9.545823355737676,0.18707513758914657,0.3537477887526944,0.17555581369530043,0.38872251575933525
396,7Networks_RH_Vis_6-rh,rh,Vis,0.0097475764569755,0.0080244857954405,0.0061607756954972,0.6057419647423465,0.6050854679248379,0.0100332439644696,0.8156436023890408,0.9998822588396382,1.0,1.0,208,23.59006001016368,-73.18717395533686,-10.34537283130314,0.16317548489654563,0.3809707672126348,0.20679229258912607,0.23578201492031262
397,7Networks_RH_Vis_7-rh,rh,Vis,0.0125212135313278,0.0110306519439085,0.0068496554559684,0.6062899678154593,0.6041656850336506,0.0128418446309742,0.759603394248736,0.9998862817852614,1.0,1.0,208,18.001350845446428,-37.05780879390296,-10.671143614504324,0.15197778745279902,0.36922917633515034,0.19248242405207527,0.33054222154687785
398,7Networks_RH_Vis_8-rh,rh,Vis,0.0079459747286645,0.0066499447383201,0.0048970438522956,0.6071249947642381,0.6062182901183267,0.0119290755011409,0.8490906757224258,0.99987583779488,1.0,1.0,208,20.84336173317649,-88.07011144464666,-11.322577492107044,0.158413088546054,0.39717725139913596,0.2252993396704692,0.14416237719553512
399,7Networks_RH_Vis_9-rh,rh,Vis,0.0071386934686058,0.0056799570038911,0.0068031075225753,0.606857862182864,0.6064297400502578,0.0105709276000496,0.8755668413203896,0.9998736104064256,1.0,1.0,208,47.3416371365811,-67.99293328549,-7.595575102717007,0.15020549006899736,0.3995095334546304,0.21974790252716064,0.191377294778972
